frame,LF,RF,RH,LH
61667,0.9294360280036926,-0.7001209855079651,1.0,-0.8733180165290833
61668,0.7135630249977112,-0.9359239935874939,0.8515599966049194,-1.0
61669,0.4373599886894226,-1.0,0.5162410140037537,-0.8297119736671448
61670,0.3010779917240143,-0.4883260130882263,0.31925100088119507,-0.4279190003871918
61671,0.14119300246238708,0.12891699373722076,0.1634729951620102,-0.12285800278186798
61672,-0.028366999700665474,0.4322119951248169,-0.02905000001192093,0.27844199538230896
61673,-0.19598199427127838,0.6090570092201233,-0.2337930053472519,0.5532479882240295
61674,-0.35141700506210327,0.734919011592865,-0.41465699672698975,0.7438300251960754
61675,-0.5264400243759155,0.8995599746704102,-0.601252019405365,0.9576280117034912
61676,-0.7282029986381531,0.9838839769363403,-0.7847779989242554,1.0
61677,-0.9333440065383911,1.0,-1.0,0.7918800115585327
61678,-1.0,0.8240609765052795,-0.9018009901046753,0.6410809755325317
61679,-0.6715499758720398,0.6481249928474426,-0.36431801319122314,0.4589329957962036
61680,-0.13060399889945984,0.4460960030555725,-0.06193599849939346,0.27320098876953125
61681,0.22583100199699402,0.2351280003786087,0.16652700304985046,0.11004000157117844
61682,0.4390439987182617,0.044068001210689545,0.3885810077190399,-0.07795300334692001
61683,0.49553799629211426,-0.19361700117588043,0.573976993560791,-0.2839779853820801
61684,0.6404119729995728,-0.3961859941482544,0.7971699833869934,-0.44920799136161804
61685,0.8375430107116699,-0.5512840151786804,0.9924830198287964,-0.6345930099487305
61686,0.9746459722518921,-0.7771819829940796,1.0,-0.8536810278892517
61687,1.0,-0.9738529920578003,0.8059430122375488,-1.0
61688,0.7969729900360107,-1.0,0.592136025428772,-0.8908849954605103
61689,0.5654420256614685,-0.556236982345581,0.3513549864292145,-0.46035099029541016
61690,0.42055800557136536,0.05036899819970131,0.20522800087928772,-0.19881999492645264
61691,0.24633300304412842,0.41920000314712524,0.02174299955368042,0.09745600074529648
61692,0.07068999856710434,0.6919789910316467,-0.13663099706172943,0.34631600975990295
61693,-0.10409799963235855,0.8777539730072021,-0.29924601316452026,0.5278810262680054
61694,-0.26041001081466675,1.0,-0.4623219966888428,0.7077839970588684
61695,-0.4546380043029785,0.9907100200653076,-0.6219159960746765,0.8925899863243103
61696,-0.6514059901237488,0.808210015296936,-0.7961180210113525,1.0
61697,-0.8003990054130554,0.6708419919013977,-0.9487289786338806,0.8615419864654541
61698,-1.0,0.5173959732055664,-1.0,0.7118279933929443
61699,-0.9567040205001831,0.374781996011734,-0.47894200682640076,0.567080020904541
61700,-0.5193489789962769,0.247420996427536,-0.07741200178861618,0.38995200395584106
61701,0.014822999946773052,0.09908600151538849,0.24889500439167023,0.2545259892940521
61702,0.38039499521255493,-0.03876899927854538,0.477167010307312,0.08611900359392166
61703,0.6632199883460999,-0.2052139937877655,0.6173679828643799,-0.08319400250911713
61704,0.8808479905128479,-0.31631600856781006,0.7545580267906189,-0.20963799953460693
61705,0.9866690039634705,-0.49954700469970703,0.9047330021858215,-0.40629199147224426
61706,1.0,-0.6857519745826721,1.0,-0.6101189851760864
61707,0.8510389924049377,-0.91982102394104,0.8001580238342285,-0.8593789935112
61708,0.7115359902381897,-1.0,0.6474909782409668,-1.0
61709,0.5487669706344604,-0.5144590139389038,0.47720998525619507,-0.845907986164093
61710,0.3823559880256653,0.06363800168037415,0.30697101354599,-0.2433059960603714
61711,0.25918400287628174,0.36388900876045227,0.156700998544693,0.07501400262117386
61712,0.1113319993019104,0.5686190128326416,0.005369000136852264,0.3512530028820038
61713,-0.08561000227928162,0.6743190288543701,-0.19607900083065033,0.5006200075149536
61714,-0.2657429873943329,0.8211060166358948,-0.3833340108394623,0.647038996219635
61715,-0.419389009475708,0.9242470264434814,-0.5402839779853821,0.879796028137207
61716,-0.6163399815559387,0.9879299998283386,-0.7123330235481262,1.0
61717,-0.8291199803352356,1.0,-0.8907359838485718,0.8323519825935364
61718,-1.0,0.9364010095596313,-1.0,0.6822659969329834
61719,-0.9759510159492493,0.7956609725952148,-0.4717809855937958,0.5439590215682983
61720,-0.4459019899368286,0.6191710233688354,-0.1550620049238205,0.38933300971984863
61721,-0.0474030002951622,0.488178014755249,0.13093499839305878,0.2761169970035553
61722,0.21405500173568726,0.3085539937019348,0.3053550124168396,0.11103399842977524
61723,0.40375199913978577,0.1525309979915619,0.41176700592041016,-0.028362000361084938
61724,0.549377977848053,-0.026327000930905342,0.5237780213356018,-0.1791059970855713
