frame,LF,RF,RH,LH
1695,0.5937240123748779,-0.4704650044441223,1.0,-0.3420189917087555
1696,0.10208100080490112,-1.0,0.6447510123252869,-0.8520110249519348
1697,0.05496399849653244,-0.4152520000934601,0.5866490006446838,-1.0
1698,0.03391600027680397,0.44783100485801697,0.6329280138015747,-0.8776080012321472
1699,-0.21134799718856812,0.7432699799537659,0.3333140015602112,-0.5297470092773438
1700,-0.4018220007419586,1.0,0.10008800029754639,-0.1554809957742691
1701,-0.5417510271072388,0.9534450173377991,-0.07637099921703339,0.5424479842185974
1702,-0.6894149780273438,0.7670890092849731,-0.26782599091529846,1.0
1703,-0.8733720183372498,0.5730860233306885,-0.4616749882698059,0.9667930006980896
1704,-1.0,0.3930389881134033,-0.6492630243301392,0.7943699955940247
1705,-0.47092899680137634,0.21254999935626984,-0.8207780122756958,0.6123939752578735
1706,0.07925499975681305,0.06242600083351135,-1.0,0.45948898792266846
1707,0.494161993265152,-0.11173000186681747,-0.5493580102920532,0.30278900265693665
1708,0.842136025428772,-0.2643660008907318,0.18222999572753906,0.12205000221729279
1709,1.0,-0.4177660048007965,0.6935449838638306,-0.026263000443577766
1710,0.8751819729804993,-0.638342022895813,0.9585009813308716,-0.2615019977092743
1711,0.6362079977989197,-0.8296589851379395,1.0,-0.4587840139865875
1712,0.47111499309539795,-1.0,0.8282439708709717,-0.6564030051231384
1713,0.3009929955005646,-0.5238929986953735,0.6821240186691284,-0.8092560172080994
1714,0.09081699699163437,-0.00023600000713486224,0.4976060092449188,-1.0
1715,-0.09201899915933609,0.4121290147304535,0.3103330135345459,-0.7862640023231506
1716,-0.27350398898124695,0.753616988658905,0.16270999610424042,-0.29442301392555237
1717,-0.5020059943199158,1.0,-0.03992300108075142,0.3226799964904785
1718,-0.7366560101509094,0.941573977470398,-0.25898298621177673,0.8015919923782349
1719,-1.0,0.6293089985847473,-0.4811069965362549,1.0
1720,-0.9887589812278748,0.4061880111694336,-0.6825079917907715,0.8007230162620544
1721,-0.48042601346969604,0.2161400020122528,-0.8484359979629517,0.5796700119972229
1722,0.06670799851417542,0.05144000053405762,-1.0,0.3864229917526245
1723,0.41822099685668945,-0.11614800244569778,-0.4451279938220978,0.16367800533771515
1724,0.7322739958763123,-0.31612399220466614,0.3214240074157715,-0.01879500038921833
1725,1.0,-0.501945972442627,0.7778890132904053,-0.23284000158309937
1726,0.9312199950218201,-0.7429249882698059,1.0,-0.49325498938560486
1727,0.7077329754829407,-0.9483659863471985,0.9765340089797974,-0.696386992931366
1728,0.4774149954319,-1.0,0.7574840188026428,-0.8526620268821716
1729,0.31131699681282043,-0.4435339868068695,0.621537983417511,-1.0
1730,0.11630299687385559,0.07176599651575089,0.4440700113773346,-0.7424650192260742
1731,-0.1018730029463768,0.49010398983955383,0.2628920078277588,-0.2548980116844177
1732,-0.3870539963245392,0.7572839856147766,0.016822999343276024,0.24506600201129913
1733,-0.6227290034294128,0.9886789917945862,-0.18606999516487122,0.7180129885673523
1734,-0.9183589816093445,1.0,-0.4267280101776123,1.0
1735,-1.0,0.7688159942626953,-0.6522049903869629,0.878009021282196
1736,-0.4653019905090332,0.5829110145568848,-0.8210099935531616,0.6662439703941345
