frame,LF,RF,RH,LH
1818,1.0,-0.7618020176887512,0.8605470061302185,-0.2924639880657196
1819,0.8188160061836243,-1.0,0.6143839955329895,-0.531482994556427
1820,0.6307439804077148,-0.6006550192832947,0.38890498876571655,-0.7874040007591248
1821,0.46556100249290466,0.029394999146461487,0.2649790048599243,-1.0
1822,0.2954539954662323,0.34270399808883667,0.11907300353050232,-0.6661279797554016
1823,0.14841000735759735,0.6044449806213379,0.020656999200582504,-0.1440739929676056
1824,-0.03353999927639961,0.8319990038871765,-0.09760600328445435,0.16713300347328186
1825,-0.23031499981880188,0.8641330003738403,-0.20677299797534943,0.5530449748039246
1826,-0.4474399983882904,1.0,-0.32915300130844116,0.7896869778633118
1827,-0.7201579809188843,0.9613109827041626,-0.5345669984817505,0.9899970293045044
1828,-1.0,0.6894109845161438,-0.7496359944343567,1.0
1829,-0.7729799747467041,0.5184509754180908,-0.8531659841537476,0.7634149789810181
1830,-0.022748000919818878,0.36400899291038513,-1.0,0.6174569725990295
1831,0.3411270081996918,0.13903099298477173,-0.762732982635498,0.35903200507164
1832,0.5298389792442322,-0.11375000327825546,-0.33515599370002747,0.09046799689531326
1833,0.7331759929656982,-0.3210720121860504,0.17040300369262695,-0.12288899719715118
1834,0.8359689712524414,-0.5526739954948425,0.6609579920768738,-0.36962398886680603
1835,0.9296050071716309,-0.7859709858894348,1.0,-0.5996580123901367
1836,1.0,-1.0,0.9336169958114624,-0.8437929749488831
1837,0.9105690121650696,-0.910440981388092,0.7429590225219727,-1.0
1838,0.7429389953613281,-0.15391099452972412,0.5931429862976074,-0.8541749715805054
1839,0.5316129922866821,0.25529900193214417,0.40101999044418335,-0.25734400749206543
1840,0.29978200793266296,0.4904949963092804,0.20450499653816223,-0.005291000008583069
1841,0.018340999260544777,0.6618520021438599,-0.025251999497413635,0.2522439956665039
1842,-0.17326800525188446,0.9405279755592346,-0.17852500081062317,0.5191749930381775
1843,-0.4477970004081726,1.0,-0.40023401379585266,0.6847090125083923
1844,-0.6290280222892761,0.8275650143623352,-0.5313230156898499,1.0
1845,-1.0,0.47394800186157227,-0.8037779927253723,0.9053810238838196
1846,-0.7132260203361511,0.21080799400806427,-1.0,0.6407089829444885
1847,0.10256700217723846,-0.03312300145626068,-0.9312229752540588,0.3733310103416443
1848,0.48394399881362915,-0.2180110067129135,-0.3763369917869568,0.16915899515151978
1849,0.7187489867210388,-0.40027299523353577,0.05344799906015396,-0.0529480017721653
1850,0.9596359729766846,-0.5973780155181885,0.6074609756469727,-0.2583619952201843
1851,1.0,-0.8110719919204712,0.933309018611908,-0.4887149930000305
1852,0.793474018573761,-1.0,1.0,-0.6847460269927979
1853,0.6510069966316223,-0.7451810240745544,0.8595049977302551,-0.8686890006065369
1854,0.5237720012664795,0.059199001640081406,0.7382329702377319,-1.0
1855,0.4112730026245117,0.539821982383728,0.6405159831047058,-0.8428109884262085
1856,0.27024000883102417,0.7514029741287231,0.5119540095329285,0.01915699988603592
1857,0.10104300081729889,0.8449220061302185,0.3595089912414551,0.4933969974517822
1858,-0.10530699789524078,0.9124749898910522,0.17172899842262268,0.7386839985847473
1859,-0.31693100929260254,0.9760289788246155,-0.022192999720573425,0.937716007232666
1860,-0.5800600051879883,0.9490489959716797,-0.2706739902496338,1.0
1861,-0.8468509912490845,1.0,-0.5198259949684143,0.7909129858016968
1862,-1.0,0.9579399824142456,-0.7022519707679749,0.6182739734649658
1863,-0.6813079714775085,0.7578039765357971,-0.84517502784729,0.47035300731658936
1864,0.08296500146389008,0.5673120021820068,-1.0,0.30633100867271423
1865,0.34966200590133667,0.30337101221084595,-0.5789600014686584,0.11736100167036057
1866,0.5613589882850647,0.0004720000142697245,-0.0892219990491867,-0.11118000000715256
1867,0.7851229906082153,-0.26693201065063477,0.41283100843429565,-0.285724014043808
1868,0.9422490000724792,-0.5214639902114868,0.7529489994049072,-0.4672439992427826
1869,1.0,-0.8142229914665222,1.0,-0.6828719973564148
1870,0.8575609922409058,-1.0,0.8555030226707458,-0.8766599893569946
