frame,LF,RF,RH,LH
13034,1.0,-0.4676800072193146,1.0,-0.4563960134983063
13035,0.871284008026123,-0.7912939786911011,0.8411890268325806,-0.6995390057563782
13036,0.7446749806404114,-1.0,0.6778939962387085,-0.8344560265541077
13037,0.5854169726371765,-0.8984659910202026,0.4968329966068268,-1.0
13038,0.3996410071849823,-0.4667400121688843,0.29291999340057373,-0.8317520022392273
13039,0.22413599491119385,0.3207840025424957,0.11333499848842621,-0.42165398597717285
13040,0.027998000383377075,0.5240949988365173,-0.07017699629068375,0.08495300263166428
13041,-0.13645799458026886,0.6058850288391113,-0.22185499966144562,0.4873340129852295
13042,-0.30646398663520813,0.7313100099563599,-0.3520810008049011,0.8395299911499023
13043,-0.5019840002059937,0.8536279797554016,-0.5232059955596924,1.0
13044,-0.6745079755783081,1.0,-0.6522650122642517,0.8531180024147034
13045,-0.845429003238678,0.8704869747161865,-0.8126670122146606,0.7063360214233398
13046,-1.0,0.7112269997596741,-1.0,0.5556650161743164
13047,-0.6996430158615112,0.5701109766960144,-0.8035479784011841,0.41802099347114563
13048,-0.18464800715446472,0.40880900621414185,-0.3881610035896301,0.2755550146102905
13049,0.14626500010490417,0.2627499997615814,0.061772000044584274,0.13874700665473938
13050,0.3630479872226715,0.06769400089979172,0.3683759868144989,-0.019173000007867813
13051,0.5134850144386292,-0.08049499988555908,0.5188909769058228,-0.15769200026988983
13052,0.684145987033844,-0.18647700548171997,0.686447024345398,-0.24488699436187744
13053,0.7523869872093201,-0.30852800607681274,0.8942959904670715,-0.35545599460601807
13054,0.8797029852867126,-0.4218379855155945,1.0,-0.42932701110839844
13055,1.0,-0.5738469958305359,0.8474739789962769,-0.5382120013237
13056,0.9151279926300049,-0.7928829789161682,0.6219490170478821,-0.7481099963188171
13057,0.7015969753265381,-1.0,0.4309050142765045,-1.0
13058,0.5154979825019836,-0.650816023349762,0.2732889950275421,-0.8121820092201233
13059,0.3151170015335083,0.16554300487041473,0.0631679967045784,-0.4113999903202057
13060,0.13128900527954102,0.5174199938774109,-0.08860000222921371,-0.01628899946808815
13061,-0.07663799822330475,0.7054539918899536,-0.2569989860057831,0.408378005027771
13062,-0.2582229971885681,0.8501240015029907,-0.39956900477409363,0.7490820288658142
13063,-0.4440450072288513,1.0,-0.5505809783935547,1.0
13064,-0.6344619989395142,0.9062319993972778,-0.7001450061798096,0.9889870285987854
13065,-0.8648309707641602,0.6842920184135437,-0.8730530142784119,0.8120599985122681
13066,-1.0,0.5374630093574524,-1.0,0.6574209928512573
13067,-0.6741189956665039,0.38992899656295776,-0.8980720043182373,0.5508450269699097
13068,-0.03183100000023842,0.18375100195407867,-0.3599129915237427,0.41216498613357544
13069,0.3477320075035095,0.017302000895142555,0.19944700598716736,0.26396000385284424
13070,0.5144640207290649,-0.20726099610328674,0.5172340273857117,0.11171100288629532
13071,0.5846570134162903,-0.39540600776672363,0.680321991443634,-0.07590699940919876
13072,0.7305089831352234,-0.5609449744224548,0.8332970142364502,-0.21590200066566467
13073,0.9087290167808533,-0.7492349743843079,1.0,-0.38097500801086426
13074,1.0,-0.8707979917526245,0.9660699963569641,-0.5124509930610657
13075,0.7955420017242432,-1.0,0.7718830108642578,-0.6874920129776001
13076,0.5803139805793762,-0.5793460011482239,0.5712170004844666,-1.0
13077,0.3008959889411926,0.02593900077044964,0.3196530044078827,-0.8323649764060974
13078,0.09956400096416473,0.31543201208114624,0.13620999455451965,-0.24089699983596802
13079,-0.16910099983215332,0.6036189794540405,-0.07139299809932709,0.27878400683403015
13080,-0.4235610067844391,0.9072549939155579,-0.2799620032310486,0.692130982875824
13081,-0.7413070201873779,1.0,-0.5239030122756958,0.9055529832839966
13082,-1.0,0.7375440001487732,-0.7373939752578735,1.0
13083,-0.9014559984207153,0.47642698884010315,-1.0,0.6901929974555969
13084,-0.13315799832344055,0.23578299582004547,-0.6613249778747559,0.4021190106868744
13085,0.46518900990486145,0.03612799942493439,-0.06449700146913528,0.17155300080776215
13086,0.8002070188522339,-0.20827099680900574,0.5292729735374451,-0.08391500264406204
13087,0.8815569877624512,-0.5132660269737244,0.831076979637146,-0.3930259943008423
13088,0.9550949931144714,-0.7825620174407959,1.0,-0.6411389708518982
13089,1.0,-1.0,0.9201599955558777,-0.8060309886932373
13090,0.821586012840271,-0.7016569972038269,0.7460460066795349,-1.0
13091,0.6239830255508423,-0.22386500239372253,0.5630130171775818,-0.9129819869995117
13092,0.42307600378990173,0.22619999945163727,0.38336798548698425,-0.3511509895324707
13093,0.14836299419403076,0.4439049959182739,0.11109499633312225,0.22909000515937805
